review_id,product_id,marketplace,product_title,product_url,product_image_url,product_image_path,rating,review_text,review_image_urls,review_image_paths,verified_purchase,annotator_id,final_label
RV01,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,"আজ হাতে পেলাম। প্রোডাক্ট ত নতুন অবস্থায় সবকিছু ভালোই দেখাচ্ছে বাকিটা আল্লাহ ভরসা। যেমন কালার চয়েজ করেছিলাম তেমনটাই দিয়েছে। তবে 80.% হবার পরে চার্জ একটু দেরিতে উঠতে আবার 90.% হবার পরেও চার্জ দেরিতে উঠছে। সাউন্ড কোয়ালিটি ভালো, এনড্রয়েড ফোনে বিট টা ভালো ই দেয়। আর ল্যাপটপেও ভালো।👌🏻 প্লাস্টিক কোয়ালিটিও মোটামুটি।👌🏻 সবমিলিয়ে প্রোডাক্ট খারাপ না ভালো আছে। যেহেতু ইলেকট্রিক প্রোডাক্ট তো এখন দেখার বিষয় কতোদিন লাস্টিং করে।👌🏻👍🏻🎧",https://sg-test-11.slatic.net/other/roc/9285058ffd976d2f76c6e4c5261107ff.jpg | https://sg-test-11.slatic.net/other/roc/f2c0e228d9f7389feba524733d60e30f.jpg | https://sg-test-11.slatic.net/other/roc/7a173329b2cb2f063c3b141614dbb968.jpg | https://sg-test-11.slatic.net/other/roc/63158b3131b8cbe5a634cf93e5f50eeb.jpg | https://sg-test-11.slatic.net/other/roc/e52e22456edc6e4f1a208435d8804d01.jpg,output_v4\images\reviews\RV01\img_01.jpg | output_v4\images\reviews\RV01\img_02.jpg | output_v4\images\reviews\RV01\img_03.jpg | output_v4\images\reviews\RV01\img_04.jpg | output_v4\images\reviews\RV01\img_05.jpg,True,,
RV02,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,4,"গতকাল সকাল ১১ টার দিকে খুলনা থেকে অর্ডার করেছি,আজ দুপুর ১২ টার দিকে পণ্যটি হাতে পেয়েছি। সেলার কে আমি একটি কালার সাজেস্ট করে দিয়েছিলাম কিন্তু সেলার সেই কালারটি আমাকে দেয়নি। বক্স খোলার পর বাম পাশের এয়ারপডটির নিচের অংশে চার্জ দেওয়ার অংশ টা খোলা,চেপে সেটা ঠিক করেছি, ২/১ দিন ব্যবহার এরপর বুঝা যাবে আসলে পণ্যটি কেমন",https://lzd-u.slatic.net/3faaa6ba844a4be6a8cce9dbf7e4baac_471fcf6210cb4df98fe38f2f4c74e938.jpg,output_v4\images\reviews\RV02\img_01.jpg,True,,
RV03,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,ডেলিভারি যেহেতু রাস্তায় গিয়ে রিসিপ করতে হয় তাহলে হোম ডেলিভারি বলে টাকা নেন কেন ফ্রি ডেলিভারি করে দিতে পারেন না 😡😡,https://lzd-u.slatic.net/b2465d4f491e4744b54446a5af022564_2_1788245877.904212.jpg,output_v4\images\reviews\RV03\img_01.jpg,True,,
RV04,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,আলহামদুলিল্লাহ ভাই প্রোডাক্টটি হাতে ভালোভাবে পেয়েছি ডেলিভারি ম্যান টা অনেক ভাল ছিল সাউন্ড কোয়ালিটি অনেক ভালো জিনিসটা দেখতে অনেকটা সুন্দর ফোনের থেকে বাস্তবে অনেক সুন্দর,https://lzd-u.slatic.net/2a58be502a19459eaae952ef63e3d362_afc28d02bc9e4305846db798b561ffa5.jpg,output_v4\images\reviews\RV04\img_01.jpg,True,,
RV05,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,দাম অনুযায়ী প্রোডাক্টটা ঠিক আছে। সাউন্ড কোয়ালিটি 7/10। সাউন্ড কোয়ালিটি সেক্রিফাইস করে নিলে সবকিছু ঠিক আছে। চাইলে আপনারা নিতে পারেন।,https://lzd-u.slatic.net/6d2091ed29784c69a35206f133a3b7c7_6d42ecf4ea884b4fbf7467d3c8fe5a2a.jpg,output_v4\images\reviews\RV05\img_01.jpg,True,,
RV06,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,অনেক সুন্দর প্রোডাক্ট হাতে পেয়েছি অনেক ভালো মানের ব্লুটুথ এয়ারবাড আপনারা সবাই নিতে পারেন এক সপ্তাহ পর রিভিউ দিলাম,https://lzd-u.slatic.net/2c1f87f25d4b4db5b65c95a45e7801b4_75e2c40b15c84162bb022388bc5ae42e.jpg | https://lzd-u.slatic.net/2c1f87f25d4b4db5b65c95a45e7801b4_3880f5a4b83b44cb96212bbcccae588a.jpg,output_v4\images\reviews\RV06\img_01.jpg | output_v4\images\reviews\RV06\img_02.jpg,True,,
RV07,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,প্রোডাক্ট আসলেই অনেক ভালো। সাউন্ড কোয়ালিটি ও ভালো। চাইলে সবাই নিতে পারেন। চার্জ ও থাকে অনেকক্ষণ।,https://lzd-u.slatic.net/5f5dabbe59254b159dad7dd3e9a841e8_fc042a5fefd340c2ac15cf9215f19c42.jpg,output_v4\images\reviews\RV07\img_01.jpg,True,,
RV08,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,"এরা বাটপার বাটপার বাটপার আমাকে শুধু বক্স দিছে কোন প্রোডাক্ট দেয়নি এটা বাটপার,,😡😡😡🤬🤬🤬🤬🤬🤬",https://lzd-u.slatic.net/6271ea0a68e14cb58735ff68a1030fdc_75ca789e04674633972c2c5e306f6a67.jpg | https://lzd-u.slatic.net/92f3cf74339c422b8b46b43f3ab1dc4e_3057cb99178142f69dd7791c0c56fd7c.jpg | https://lzd-u.slatic.net/6271ea0a68e14cb58735ff68a1030fdc_ccdca883d0f04467a473b85a2866f5c6.jpg | https://lzd-u.slatic.net/6271ea0a68e14cb58735ff68a1030fdc_f9327630bbdf47bdaede189b6771a16d.jpg,output_v4\images\reviews\RV08\img_01.jpg | output_v4\images\reviews\RV08\img_02.jpg | output_v4\images\reviews\RV08\img_03.jpg | output_v4\images\reviews\RV08\img_04.jpg,True,,
RV09,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,যেমন চাইছি তেমনি পেয়েছি কিন্তু নষ্ট চার্জ নেয় না কোন কিছু দেখায় না এবং শোনাও যায় না 😡😡,https://lzd-u.slatic.net/433c86522ef54aa2b81ca8b65ccf3cc8_e6b537e49d8d4393b97c468fd19f8b75.jpg,output_v4\images\reviews\RV09\img_01.jpg,True,,
RV10,PD01,Daraz,Q86 TWS Wireless Earphones Bluetooth 5.3 Stereo Sport Headphones Retro Camera Style Earbuds Compatible iPhone Android,https://www.daraz.com.bd/products/q86-tws-53-i1587207804-s12693243515.html,https://static-01.daraz.com.bd/p/7f945d47d1c5ab1a874f88c87fd7ff5b.jpg,output_v4\images\products\PD01.jpg,5,অস্থির কোয়ালিটি দুই পিছ নিছি দুই পিছেই অনেক সুন্দর 💥💥সাউন্ড কোয়ালিটি অনেক ভালো 💟💟,https://lzd-u.slatic.net/493928836b544f7a87cc1722d9c8524d_0b08283295004f4d9078ae16f3149680.jpg | https://lzd-u.slatic.net/493928836b544f7a87cc1722d9c8524d_d2f1cc27839f4b20922c40087b04084e.jpg,output_v4\images\reviews\RV10\img_01.jpg | output_v4\images\reviews\RV10\img_02.jpg,True,,
